Brand,Model,APRS,Air Band,Battery (mAh),Cost (Approx),DMR,Display,Freq. Bands (TX),GPS,Harmonic Suppression Status,Intro Year,Known Rebadges / Clones,Power (W),Satellite Tracking,Website,FCC_ID,Grantee_Code
Eagle,DMR-6X2 Pro,,,,,,,,,,,,,,,2AJGM-DMR-6X2PRO,2AJGM
Hongxun,DP4801,No,No,2000,$40,No,Color LCD,"VHF, UHF",No,Unknown,2023,Motorola DP4801 (Cosmetic Clone),5W,No,N/A,2AL5L-DP4801,2AL5L
Hongxun,HP-788,No,No,2500,$50,No,Color LCD,"VHF, UHF",No,Unknown,2024,Hytera HP788 (Clone),5W,No,N/A,2AL5L-HP-788,2AL5L
Hongxun,R8,No,No,6800 (Adv),$45,No,Color LCD,"VHF, UHF",No,Unknown,2024,Motorola R8 (Clone),10W,No,N/A,2AL5L-R8,2AL5L
Icom,A-14,,,,,,,,,,,,,,,AFJ-A-14,AFJ
Icom,A-4,,,,,,,,,,,,,,,AFJ-A-4,AFJ
Icom,A-6,,,,,,,,,,,,,,,AFJ-A-6,AFJ
Icom,AT-55,,,,,,,,,,,,,,,AFJ-AT-55,AFJ
Icom,IC-02AT,,,,,,,,,,,,,,,AFJ-IC-02AT,AFJ
Icom,IC-03AT,,,,,,,,,,,,,,,AFJ-IC-03AT,AFJ
Icom,IC-04AT,,,,,,,,,,,,,,,AFJ-IC-04AT,AFJ
Icom,IC-12,,,,,,,,,,,,,,,AFJ-IC-12,AFJ
Icom,IC-12AT,,,,,,,,,,,,,,,AFJ-IC-12AT,AFJ
Icom,IC-12GAT,,,,,,,,,,,,,,,AFJ-IC-12GAT,AFJ
Icom,IC-215,,,,,,,,,,,,,,,AFJ-IC-215,AFJ
Icom,IC-24AT,,,,,,,,,,,,,,,AFJ-IC-24AT,AFJ
Icom,IC-281,,,,,,,,,,,,,,,AFJ-IC-281,AFJ
Icom,IC-2A / 2AT / 2E,,,,,,,,,,,,,,,AFJ-IC-2A2AT2E,AFJ
Icom,IC-2GAT,,,,,,,,,,,,,,,AFJ-IC-2GAT,AFJ
Icom,IC-2GXAT,,,,,,,,,,,,,,,AFJ-IC-2GXAT,AFJ
Icom,IC-2iA,,,,,,,,,,,,,,,AFJ-IC-2IA,AFJ
Icom,IC-2N,,,,,,,,,,,,,,,AFJ-IC-2N,AFJ
Icom,IC-2SRA,,,,,,,,,,,,,,,AFJ-IC-2SRA,AFJ
Icom,IC-32AT,,,,,,,,,,,,,,,AFJ-IC-32AT,AFJ
Icom,IC-3A / 3AT,,,,,,,,,,,,,,,AFJ-IC-3A3AT,AFJ
Icom,IC-3FGX,,,,,,,,,,,,,,,AFJ-IC-3FGX,AFJ
Icom,IC-3SAT,,,,,,,,,,,,,,,AFJ-IC-3SAT,AFJ
Icom,IC-40,,,,,,,,,,,,,,,AFJ-IC-40,AFJ
Icom,IC-4008A,,,,,,,,,,,,,,,AFJ-IC-4008A,AFJ
Icom,IC-4088A,,,,,,,,,,,,,,,AFJ-IC-4088A,AFJ
Icom,IC-40GX,,,,,,,,,,,,,,,AFJ-IC-40GX,AFJ
Icom,IC-449,,,,,,,,,,,,,,,AFJ-IC-449,AFJ
Icom,IC-47A/E,,,,,,,,,,,,,,,AFJ-IC-47AE,AFJ
Icom,IC-4GAT,,,,,,,,,,,,,,,AFJ-IC-4GAT,AFJ
Icom,IC-4GXAT,,,,,,,,,,,,,,,AFJ-IC-4GXAT,AFJ
Icom,IC-4iA,,,,,,,,,,,,,,,AFJ-IC-4IA,AFJ
Icom,IC-4SRA,,,,,,,,,,,,,,,AFJ-IC-4SRA,AFJ
Icom,IC-80AD,,,,,,,,,,,,,,,AFJ-IC-80AD,AFJ
Icom,IC-91A/AD,,,,,,,,,,,,,,,AFJ-IC-91AAD,AFJ
Icom,IC-92AD,,,,,,,,,,,,,,,AFJ-IC-92AD,AFJ
Icom,IC-A14,,,,,,,,,,,,,,,AFJ-IC-A14,AFJ
Icom,IC-A2,,,,,,,,,,,,,,,AFJ-IC-A2,AFJ
Icom,IC-A20,,,,,,,,,,,,,,,AFJ-IC-A20,AFJ
Icom,IC-A21,,,,,,,,,,,,,,,AFJ-IC-A21,AFJ
Icom,IC-A22,,,,,,,,,,,,,,,AFJ-IC-A22,AFJ
Icom,IC-A23,,,,,,,,,,,,,,,AFJ-IC-A23,AFJ
Icom,IC-A24,,,,,,,,,,,,,,,AFJ-IC-A24,AFJ
Icom,IC-A3,,,,,,,,,,,,,,,AFJ-IC-A3,AFJ
Icom,IC-A4,,,,,,,,,,,,,,,AFJ-IC-A4,AFJ
Icom,IC-A5,,,,,,,,,,,,,,,AFJ-IC-A5,AFJ
Icom,IC-A6,,,,,,,,,,,,,,,AFJ-IC-A6,AFJ
Icom,IC-Delta 1A,,,,,,,,,,,,,,,AFJ-IC-DELTA1A,AFJ
Icom,IC-F10,,,,,,,,,,,,,,,AFJ-IC-F10,AFJ
Icom,IC-F11,,,,,,,,,,,,,,,AFJ-IC-F11,AFJ
Icom,IC-F11S,,,,,,,,,,,,,,,AFJ-IC-F11S,AFJ
Icom,IC-F21,,,,,,,,,,,,,,,AFJ-IC-F21,AFJ
Icom,IC-F21S,,,,,,,,,,,,,,,AFJ-IC-F21S,AFJ
Icom,IC-F3,,,,,,,,,,,,,,,AFJ-IC-F3,AFJ
Icom,IC-F30 LT,,,,,,,,,,,,,,,AFJ-IC-F30LT,AFJ
Icom,IC-F33,,,,,,,,,,,,,,,AFJ-IC-F33,AFJ
Icom,IC-F3S,,,,,,,,,,,,,,,AFJ-IC-F3S,AFJ
Icom,IC-F4,,,,,,,,,,,,,,,AFJ-IC-F4,AFJ
Icom,IC-F40LT,,,,,,,,,,,,,,,AFJ-IC-F40LT,AFJ
Icom,IC-F43,,,,,,,,,,,,,,,AFJ-IC-F43,AFJ
Icom,IC-F4S,,,,,,,,,,,,,,,AFJ-IC-F4S,AFJ
Icom,IC-F4TR,,,,,,,,,,,,,,,AFJ-IC-F4TR,AFJ
Icom,IC-H16,,,,,,,,,,,,,,,AFJ-IC-H16,AFJ
Icom,IC-M1,,,,,,,,,,,,,,,AFJ-IC-M1,AFJ
Icom,IC-M10A,,,,,,,,,,,,,,,AFJ-IC-M10A,AFJ
Icom,IC-M11,,,,,,,,,,,,,,,AFJ-IC-M11,AFJ
Icom,IC-M127,,,,,,,,,,,,,,,AFJ-IC-M127,AFJ
Icom,IC-M15,,,,,,,,,,,,,,,AFJ-IC-M15,AFJ
Icom,IC-M1V,,,,,,,,,,,,,,,AFJ-IC-M1V,AFJ
Icom,IC-M2,,,,,,,,,,,,,,,AFJ-IC-M2,AFJ
Icom,IC-M24,,,,,,,,,,,,,,,AFJ-IC-M24,AFJ
Icom,IC-M34,,,,,,,,,,,,,,,AFJ-IC-M34,AFJ
Icom,IC-M36,,,,,,,,,,,,,,,AFJ-IC-M36,AFJ
Icom,IC-M5,,,,,,,,,,,,,,,AFJ-IC-M5,AFJ
Icom,IC-M7,,,,,,,,,,,,,,,AFJ-IC-M7,AFJ
Icom,IC-M72,,,,,,,,,,,,,,,AFJ-IC-M72,AFJ
Icom,IC-M8,,,,,,,,,,,,,,,AFJ-IC-M8,AFJ
Icom,IC-M88,,,,,,,,,,,,,,,AFJ-IC-M88,AFJ
Icom,IC-M9,,,,,,,,,,,,,,,AFJ-IC-M9,AFJ
Icom,IC-P2A / P2AT / P2E / P2ET,,,,,,,,,,,,,,,AFJ-IC-P2AP2ATP2EP2ET,AFJ
Icom,IC-P3AT,,,,,,,,,,,,,,,AFJ-IC-P3AT,AFJ
Icom,IC-P4AT,,,,,,,,,,,,,,,AFJ-IC-P4AT,AFJ
Icom,IC-P7A,,,,,,,,,,,,,,,AFJ-IC-P7A,AFJ
Icom,IC-Q7A,,,,,,,,,,,,,,,AFJ-IC-Q7A,AFJ
Icom,IC-R1,,,,,,,,,,,,,,,AFJ-IC-R1,AFJ
Icom,IC-R10,,,,,,,,,,,,,,,AFJ-IC-R10,AFJ
Icom,IC-R100,,,,,,,,,,,,,,,AFJ-IC-R100,AFJ
Icom,IC-R2,,,,,,,,,,,,,,,AFJ-IC-R2,AFJ
Icom,IC-R20,,,,,,,,,,,,,,,AFJ-IC-R20,AFJ
Icom,IC-R3,,,,,,,,,,,,,,,AFJ-IC-R3,AFJ
Icom,IC-R5,,,,,,,,,,,,,,,AFJ-IC-R5,AFJ
Icom,IC-R6,,,,,,,,,,,,,,,AFJ-IC-R6,AFJ
Icom,IC-RX7,,,,,,,,,,,,,,,AFJ-IC-RX7,AFJ
Icom,IC-S25,,,,,,,,,,,,,,,AFJ-IC-S25,AFJ
Icom,IC-T10,No,Yes,2400,$230,No,LCD,"VHF, UHF",No,Excellent,2022,N/A,5W,No,https://www.google.com/search?q=icomjapan.com,AFJ-IC-T10,AFJ
Icom,IC-T21A,,,,,,,,,,,,,,,AFJ-IC-T21A,AFJ
Icom,IC-T22A,,,,,,,,,,,,,,,AFJ-IC-T22A,AFJ
Icom,IC-T2A / T2H,,,,,,,,,,,,,,,AFJ-IC-T2AT2H,AFJ
Icom,IC-T3H,,,,,,,,,,,,,,,AFJ-IC-T3H,AFJ
Icom,IC-T42A,,,,,,,,,,,,,,,AFJ-IC-T42A,AFJ
Icom,IC-T70,,,,,,,,,,,,,,,AFJ-IC-T70,AFJ
Icom,IC-T7A / T7H,,,,,,,,,,,,,,,AFJ-IC-T7AT7H,AFJ
Icom,IC-T81A,,,,,,,,,,,,,,,AFJ-IC-T81A,AFJ
Icom,IC-T8A,,,,,,,,,,,,,,,AFJ-IC-T8A,AFJ
Icom,IC-T90A,,,,,,,,,,,,,,,AFJ-IC-T90A,AFJ
Icom,IC-U12,,,,,,,,,,,,,,,AFJ-IC-U12,AFJ
Icom,IC-U16,,,,,,,,,,,,,,,AFJ-IC-U16,AFJ
Icom,IC-U82,,,,,,,,,,,,,,,AFJ-IC-U82,AFJ
Icom,IC-V21AT,,,,,,,,,,,,,,,AFJ-IC-V21AT,AFJ
Icom,IC-V8,,,,,,,,,,,,,,,AFJ-IC-V8,AFJ
Icom,IC-V80,,,,,,,,,,,,,,,AFJ-IC-V80,AFJ
Icom,IC-V82,,,,,,,,,,,,,,,AFJ-IC-V82,AFJ
Icom,IC-V85,,,,,,,,,,,,,,,AFJ-IC-V85,AFJ
Icom,IC-W2A,,,,,,,,,,,,,,,AFJ-IC-W2A,AFJ
Icom,IC-W31A,,,,,,,,,,,,,,,AFJ-IC-W31A,AFJ
Icom,IC-W32A,,,,,,,,,,,,,,,AFJ-IC-W32A,AFJ
Icom,IC-X2A,,,,,,,,,,,,,,,AFJ-IC-X2A,AFJ
Icom,IC-Z1A,,,,,,,,,,,,,,,AFJ-IC-Z1A,AFJ
Icom,ID-31A,,,,,,,,,,,,,,,AFJ-ID-31A,AFJ
Icom,ID-50,No,Yes,2350,$230,Yes (D-STAR),LCD (Mono),"VHF, UHF",Yes,Good,2023.0,icomamerica.com,5W,No,,AFJ-ID-50,AFJ
Icom,ID-51A,No,Yes,1150,$300,Yes (D-STAR),LCD,"VHF, UHF",Yes,Good,2013.0,icomamerica.com,5W,No,,AFJ-ID-51A,AFJ
Icom,ID-51A Plus,No,Yes,1150,$320,Yes (D-STAR),LCD,"VHF, UHF",Yes,Good,2014.0,icomamerica.com,5W,No,,AFJ-ID-51APLUS,AFJ
Icom,ID-51A Plus2,No,Yes,1150,$330,Yes (D-STAR),LCD,"VHF, UHF",Yes,Good,2016.0,icomamerica.com,5W,No,,AFJ-ID-51APLUS2,AFJ
Icom,ID-52A,No,Yes,2200,$450,Yes (D-STAR),Color LCD,"VHF, UHF",Yes,Good,2021.0,icomamerica.com,5W,No,,AFJ-ID-52A,AFJ
Icom,M-71,,,,,,,,,,,,,,,AFJ-M-71,AFJ
Icom,S-21,,,,,,,,,,,,,,,AFJ-S-21,AFJ
Inrico,T368,No,No,6000,$250,Yes,"2.4"" Touch",UHF (DMR) + LTE,Yes,N/A (Cellular),2022,N/A,2W (RF),No,inrico.cn,,
Iradio,CP-268,No,No,1800,$25,No,None,UHF,No,Good,2018,Baofeng BF-888S (Likely),2W,No,iradio.com,2AO8L-CP-268,2AO8L
Iradio,UV-98 Pro,No,Yes,2800,$55,No,Color LCD,Multi-Band,No,Unknown,2024,Radtel RT-890 / Ruyage UV-98,8W,No,iradio.com,2AO8L-UV-98PRO,2AO8L
Iradio,Y23DM-UV4R,No,No,3500,$60,Yes,Color LCD,"VHF, UHF",No,Unknown,2024,Radtel RT-4D / Bajeton DM-5000,5W,No,iradio.com,2AO8L-Y23DM-UV4R,2AO8L
Jingtong,DB-20,,,,,,,,,,,,,,,2AJGM-DB-20,2AJGM
Jingtong,JT-208,,,,,,,,,,,,,,,2AJGM-JT-208,2AJGM
Jingtong,JT-308,,,,,,,,,,,,,,,2AJGM-JT-308,2AJGM
K-Po,TH-UV8000D,,,,,,,,,,,,,,,,
K-Po,TH-UVF1,,,,,,,,,,,,,,,,
Kenwood,D200,,,,,,,,,,,,,,,ALH-D200,ALH
Kenwood,D75,,,,,,,,,,,,,,,ALH-D75,ALH
Kenwood,TH-205,,,,,,,,,,,,,,,ALH-TH-205,ALH
Kenwood,TH-21,,,,,,,,,,,,,,,ALH-TH-21,ALH
Kenwood,TH-215,,,,,,,,,,,,,,,ALH-TH-215,ALH
Kenwood,TH-22,,,,,,,,,,,,,,,ALH-TH-22,ALH
Kenwood,TH-225,,,,,,,,,,,,,,,ALH-TH-225,ALH
Kenwood,TH-235,,,,,,,,,,,,,,,ALH-TH-235,ALH
Kenwood,TH-25,,,,,,,,,,,,,,,ALH-TH-25,ALH
Kenwood,TH-26,,,,,,,,,,,,,,,ALH-TH-26,ALH
Kenwood,TH-27,,,,,,,,,,,,,,,ALH-TH-27,ALH
Kenwood,TH-28,,,,,,,,,,,,,,,ALH-TH-28,ALH
Kenwood,TH-31,,,,,,,,,,,,,,,ALH-TH-31,ALH
Kenwood,TH-315,,,,,,,,,,,,,,,ALH-TH-315,ALH
Kenwood,TH-405,,,,,,,,,,,,,,,ALH-TH-405,ALH
Kenwood,TH-41,,,,,,,,,,,,,,,ALH-TH-41,ALH
Kenwood,TH-415,,,,,,,,,,,,,,,ALH-TH-415,ALH
Kenwood,TH-42,,,,,,,,,,,,,,,ALH-TH-42,ALH
Kenwood,TH-42A/E,,,,,,,,,,,,,,,ALH-TH-42AE,ALH
Kenwood,TH-45,,,,,,,,,,,,,,,ALH-TH-45,ALH
Kenwood,TH-46,,,,,,,,,,,,,,,ALH-TH-46,ALH
Kenwood,TH-47,,,,,,,,,,,,,,,ALH-TH-47,ALH
Kenwood,TH-48,,,,,,,,,,,,,,,ALH-TH-48,ALH
Kenwood,TH-55,,,,,,,,,,,,,,,ALH-TH-55,ALH
Kenwood,TH-75,,,,,,,,,,,,,,,ALH-TH-75,ALH
Kenwood,TH-77,,,,,,,,,,,,,,,ALH-TH-77,ALH
Kenwood,TH-78,,,,,,,,,,,,,,,ALH-TH-78,ALH
Kenwood,TH-79,,,,,,,,,,,,,,,ALH-TH-79,ALH
Kenwood,TH-D7,,,,,,,,,,,,,,,ALH-TH-D7,ALH
Kenwood,TH-D72A,Yes,Yes,1800,Discont.,No,Dot Matrix,"VHF, UHF",Yes,Good,2010.0,kenwood.com,5W,Yes,,ALH-TH-D72A,ALH
Kenwood,TH-D74A,Yes,Yes,1800,Discont.,Yes (D-STAR),Color LCD,"VHF, UHF, 220",Yes,Good,2016.0,kenwood.com,5W,No,,ALH-TH-D74A,ALH
Kenwood,TH-D75,Yes (A/D),Yes,1820,$750,D-STAR,Color TFT,Tri-Band (220),Yes,Excellent,2024,N/A,5W,Yes (Native),kenwood.com,ALH-TH-D75,ALH
Kenwood,TH-D75A,Yes,Yes,1800,$750,Yes (D-STAR),Color LCD,"VHF, UHF, 220",Yes,Good,2024.0,kenwood.com,5W,No,,ALH-TH-D75A,ALH
Kenwood,TH-F6,,,,,,,,,,,,,,,ALH-TH-F6,ALH
Kenwood,TH-F6A,No,Yes,2000,$300,No,LCD,"VHF, UHF, 220",No,Good,2001.0,kenwood.com,5W,No,,ALH-TH-F6A,ALH
Kenwood,TH-G71,,,,,,,,,,,,,,,ALH-TH-G71,ALH
Kenwood,TH-K2,,,,,,,,,,,,,,,ALH-TH-K2,ALH
Kenwood,TH-K20A,,,,,,,,,,,,,,,ALH-TH-K20A,ALH
Kenwood,TH-K4,,,,,,,,,,,,,,,ALH-TH-K4,ALH
Kenwood,TK-2100,,,,,,,,,,,,,,,ALH-TK-2100,ALH
Kenwood,TK-2102,,,,,,,,,,,,,,,ALH-TK-2102,ALH
Kenwood,TK-220,,,,,,,,,,,,,,,ALH-TK-220,ALH
Kenwood,TK-2200,,,,,,,,,,,,,,,ALH-TK-2200,ALH
Kenwood,TK-2302,,,,,,,,,,,,,,,ALH-TK-2302,ALH
Kenwood,TK-240,,,,,,,,,,,,,,,ALH-TK-240,ALH
Kenwood,TK-2400,,,,,,,,,,,,,,,ALH-TK-2400,ALH
Kenwood,TK-2402,,,,,,,,,,,,,,,ALH-TK-2402,ALH
Kenwood,TK-250,,,,,,,,,,,,,,,ALH-TK-250,ALH
Kenwood,TK-260,,,,,,,,,,,,,,,ALH-TK-260,ALH
Kenwood,TK-270,,,,,,,,,,,,,,,ALH-TK-270,ALH
Kenwood,TK-272,,,,,,,,,,,,,,,ALH-TK-272,ALH
Kenwood,TK-3100,,,,,,,,,,,,,,,ALH-TK-3100,ALH
Kenwood,TK-3101,,,,,,,,,,,,,,,ALH-TK-3101,ALH
Kenwood,TK-3102,,,,,,,,,,,,,,,ALH-TK-3102,ALH
Kenwood,TK-3130,,,,,,,,,,,,,,,ALH-TK-3130,ALH
Kenwood,TK-3131,,,,,,,,,,,,,,,ALH-TK-3131,ALH
Kenwood,TK-320,,,,,,,,,,,,,,,ALH-TK-320,ALH
Kenwood,TK-3200,,,,,,,,,,,,,,,ALH-TK-3200,ALH
Kenwood,TK-3201,,,,,,,,,,,,,,,ALH-TK-3201,ALH
Kenwood,TK-3202,,,,,,,,,,,,,,,ALH-TK-3202,ALH
Kenwood,TK-3230,,,,,,,,,,,,,,,ALH-TK-3230,ALH
Kenwood,TK-3302,,,,,,,,,,,,,,,ALH-TK-3302,ALH
Kenwood,TK-340,,,,,,,,,,,,,,,ALH-TK-340,ALH
Kenwood,TK-3400,,,,,,,,,,,,,,,ALH-TK-3400,ALH
Kenwood,TK-3402,,,,,,,,,,,,,,,ALH-TK-3402,ALH
Kenwood,TK-350,,,,,,,,,,,,,,,ALH-TK-350,ALH
Kenwood,TK-353,,,,,,,,,,,,,,,ALH-TK-353,ALH
Kenwood,TK-360,,,,,,,,,,,,,,,ALH-TK-360,ALH
Kenwood,TK-370,,,,,,,,,,,,,,,ALH-TK-370,ALH
Kenwood,TK-372,,,,,,,,,,,,,,,ALH-TK-372,ALH
Kenwood,TK-373,,,,,,,,,,,,,,,ALH-TK-373,ALH
Kenwood,TK-430,,,,,,,,,,,,,,,ALH-TK-430,ALH
Kenwood,TK-431,,,,,,,,,,,,,,,ALH-TK-431,ALH
Kenwood,UBZ-LF14,,,,,,,,,,,,,,,ALH-UBZ-LF14,ALH
Kenwood,UBZ-LH14,,,,,,,,,,,,,,,ALH-UBZ-LH14,ALH
Kmd / Tssd,UV-8000,No,No,3600,$55,No,LCD,"VHF, UHF",No,Mixed,2020,TYT TH-UV8000D (Clone),10W,No,N/A,,
Kyder,KG-205,,,,,,,,,,,,,,,,
Kyodo,LM-2,,,,,,,,,,,,,,,,
Luiton,NT-100,,,,,,,,,,,,,,,2AO8L-NT-100,2AO8L
Magnum,1012,,,,,,,,,,,,,,,,
Magnum,M-100,,,,,,,,,,,,,,,,
Marantz,C-510,,,,,,,,,,,,,,,FNA-C-510,FNA
Marantz,C-520,,,,,,,,,,,,,,,FNA-C-520,FNA
Marantz,HX-460S,,,,,,,,,,,,,,,FNA-HX-460S,FNA
Maxon,HT-750,,,,,,,,,,,,,,,HBG-HT-750,HBG
Maxon,SP-120,,,,,,,,,,,,,,,HBG-SP-120,HBG
Maxon,SP-130,,,,,,,,,,,,,,,HBG-SP-130,HBG
Maxon,SP-140,,,,,,,,,,,,,,,HBG-SP-140,HBG
Maxon,SP-2000,,,,,,,,,,,,,,,HBG-SP-2000,HBG
Midland,AL-34,,,,,,,,,,,,,,,K4R-AL-34,K4R
Midland,CT-22,,,,,,,,,,,,,,,K4R-CT-22,K4R
Midland,CT-410,,,,,,,,,,,,,,,K4R-CT-410,K4R
Midland,G-11,,,,,,,,,,,,,,,K4R-G-11,K4R
Midland,GXT1000VP4,No,No,700 (NiMH),$80/pair,No,LCD,GMRS,No,Good (Part 95),2010,N/A,5W (Max),No,midlandusa.com,K4R-GXT1000VP4,K4R
Midland,GXT3000,No,No,2000,$150,No,LCD,GMRS,No,Good (Part 95E),2024,N/A,5W,No,midlandusa.com,K4R-GXT3000,K4R
Midland,GXT67 Pro,No,No,2000,$199,No,LCD,GMRS,No,Good (Part 95E),2024,N/A,5W,No,midlandusa.com,K4R-GXT67PRO,K4R
Midland,LXT500VP3,No,No,600,$40/pair,No,LCD,FRS,No,Good (Part 95),2013,N/A,0.5W,No,midlandusa.com,K4R-LXT500VP3,K4R
Midland,LXT600VP3,No,No,700,$50/pair,No,LCD,FRS,No,Good (Part 95),2013,N/A,0.5W/2W,No,midlandusa.com,K4R-LXT600VP3,K4R
Midland,T290,No,No,700,$80/pair,No,LCD,GMRS,No,Good (Part 95),2020,N/A,2W,No,midlandusa.com,K4R-T290,K4R
Mizuho,MX-144,,,,,,,,,,,,,,,,
Motorola,GP-300,,,,,,,,,,,,,,,AZ489-GP-300,AZ489
Motorola,GP-68,,,,,,,,,,,,,,,AZ489-GP-68,AZ489
Motorola,HT-1000,,,,,,,,,,,,,,,AZ489-HT-1000,AZ489
Motorola,HT-600,,,,,,,,,,,,,,,AZ489-HT-600,AZ489
Motorola,HT-800,,,,,,,,,,,,,,,AZ489-HT-800,AZ489
Motorola,MTS-2000,,,,,,,,,,,,,,,AZ489-MTS-2000,AZ489
Motorola,P1225,,,,,,,,,,,,,,,AZ489-P1225,AZ489
Motorola,Saber I / II / III,,,,,,,,,,,,,,,AZ489-SABERIIIIII,AZ489
Motorola,Spirit,,,,,,,,,,,,,,,AZ489-SPIRIT,AZ489
Navico,SP-300,,,,,,,,,,,,,,,,
Pofung,BF-530,No,No,2200,$30,No,None,UHF,No,Good,2018,BelFone BF-530,5W,No,baofengradio.com,2AJGM-BF-530,2AJGM
Pofung,BF-920,No,No,1500,$25,No,None,UHF,No,Mixed,2019,BF-888S (Slim),2W,No,baofengradio.com,2AJGM-BF-920,2AJGM
Pofung,GT-1,No,No,1500,$20,No,None,UHF,No,Mixed,2014,Baofeng BF-888S (High Perf.),2W / 5W,No,baofengradio.com,2AJGM-GT-1,2AJGM
Pofung,GT-5,No,No,2000,$35,No,Tri-color,"VHF, UHF",No,Good,2021,Baofeng UV-82 (Upgrade),5W / 8W,No,baofengradio.com,2AJGM-GT-5,2AJGM
Pofung,PFG-TEN4,No,No,1800,$35,No,"1.5"" LCD",GMRS,No,Good (Part 95E),2022,Baofeng UV-5G / UV-5X,5W,No,baofengradio.com,2AJGM-PFG-TEN4,2AJGM
Pofung,UV-5R,,,,,,,,,,,,,,,2AJGM-UV-5R,2AJGM
Pofung,UV-66,No,No,1800,$25,No,None,UHF,No,Mixed,2018,Baofeng UV-6,5W,No,baofengradio.com,2AJGM-UV-66,2AJGM
Pofung,UV-82,,,,,,,,,,,,,,,2AJGM-UV-82,2AJGM
Pofung,UV-82HP,No,No,1800,$65,No,Tri-color,"VHF, UHF",No,Mixed,2015.0,Pofung UV-82HP,7W/8W,No,baofengtech.com,2AJGM-UV-82HP,2AJGM
Pofung,UV-920,No,No,2800,$40,No,LCD,"VHF, UHF",No,Mixed,2015,Baofeng UV-82 (Variant),8W,No,baofengradio.com,2AJGM-UV-920,2AJGM
Pofung,UV-TEN4,No,No,1800,$35,No,"1.5"" LCD","VHF, UHF",No,Notorious,2022,Baofeng UV-5R (Variant),5W,No,baofengradio.com,2AJGM-UV-TEN4,2AJGM
Puxing,CB-50,,,,,,,,,,,,,,,W7PPX-CB-50,W7PPX
Puxing,PX-2R,,,,,,,,,,,,,,,W7PPX-PX-2R,W7PPX
Puxing,PX-328,,,,,,,,,,,,,,,W7PPX-PX-328,W7PPX
Puxing,PX-333,,,,,,,,,,,,,,,W7PPX-PX-333,W7PPX
Puxing,PX-358,,,,,,,,,,,,,,,W7PPX-PX-358,W7PPX
Puxing,PX-359,,,,,,,,,,,,,,,W7PPX-PX-359,W7PPX
Puxing,PX-508,,,,,,,,,,,,,,,W7PPX-PX-508,W7PPX
Puxing,PX-558,,,,,,,,,,,,,,,W7PPX-PX-558,W7PPX
Puxing,PX-568,,,,,,,,,,,,,,,W7PPX-PX-568,W7PPX
Puxing,PX-578,,,,,,,,,,,,,,,W7PPX-PX-578,W7PPX
Puxing,PX-666,,,,,,,,,,,,,,,W7PPX-PX-666,W7PPX
Puxing,PX-728,,,,,,,,,,,,,,,W7PPX-PX-728,W7PPX
Puxing,PX-729,,,,,,,,,,,,,,,W7PPX-PX-729,W7PPX
Puxing,PX-777,,,,,,,,,,,,,,,W7PPX-PX-777,W7PPX
Puxing,PX-888,,,,,,,,,,,,,,,W7PPX-PX-888,W7PPX
Puxing,PX-888K,,,,,,,,,,,,,,,W7PPX-PX-888K,W7PPX
Puxing,PX-999,,,,,,,,,,,,,,,W7PPX-PX-999,W7PPX
Puxing,PX-A6,,,,,,,,,,,,,,,W7PPX-PX-A6,W7PPX
Puxing,PX-UV973,,,,,,,,,,,,,,,W7PPX-PX-UV973,W7PPX
Puxing,PX-UV9R,,,,,,,,,,,,,,,W7PPX-PX-UV9R,W7PPX
Quansheng,TG-45AT,,,,,,,,,,,,,,,2ANMZ-TG-45AT,2ANMZ
Quansheng,TG-6A,,,,,,,,,,,,,,,2ANMZ-TG-6A,2ANMZ
Quansheng,TG-92A,,,,,,,,,,,,,,,2ANMZ-TG-92A,2ANMZ
Quansheng,TG-K10AT,No,No,4000,$50,No,Backlit LCD,"VHF, UHF",No,Unknown,2024,N/A,10W,No,qsfj.com,2ANMZ-TG-K10AT,2ANMZ
Quansheng,TG-K4AT,,,,,,,,,,,,,,,2ANMZ-TG-K4AT,2ANMZ
Quansheng,TG-UV2,,,,,,,,,,,,,,,2ANMZ-TG-UV2,2ANMZ
Quansheng,TG-UV2 Plus,No,No,4000,$75,No,LCD,"VHF, UHF",No,Unknown,2018.0,qsfj.com,10W,No,,2ANMZ-TG-UV2PLUS,2ANMZ
Quansheng,TG-UV2PLUS,No,No,4000,$55,No,Backlit LCD,"VHF, UHF",No,Unknown,2023,N/A,10W,No,qsfj.com,2ANMZ-TG-UV2PLUS,2ANMZ
Quansheng,TK-11,No,Yes,3000,$75,No,Color LCD,Quad-Band,No,Unknown/Risk,2025,N/A,10W,No,qsfj.com,2ANMZ-TK-11,2ANMZ
Quansheng,UV-K1 (Mini),No,Yes,1400,$35,No,"1.44"" LCD","VHF, UHF",No,Borderline,2024,N/A,5W,No,qsfj.com,2ANMZ-UV-K1,2ANMZ
Quansheng,UV-K5(8),No,Yes,1600,$30,No,LCD,"VHF, UHF",No,Poor (Spurious),2023.0,qsfj.com,5W,No,,2ANMZ-UV-K5,2ANMZ
Quansheng,UV-K5/K6,No,Yes,1600,$30,No,Dot-matrix,"VHF, UHF",No,Borderline,2023,"Retevis RA79, Wurui K5",5W,No,qsfj.com,2ANMZ-UV-K5K6,2ANMZ
