Brand,Model,APRS,Air Band,Battery (mAh),Cost (Approx),DMR,Display,Freq. Bands (TX),GPS,Harmonic Suppression Status,Intro Year,Known Rebadges / Clones,Power (W),Satellite Tracking,Website,FCC_ID,Grantee_Code
Radio Shack,HTX-202,,,,,,,,,,,,,,,FRS-HTX-202,FRS
Radio Shack,HTX-404,,,,,,,,,,,,,,,FRS-HTX-404,FRS
Radio Shack,HTX-420,,,,,,,,,,,,,,,FRS-HTX-420,FRS
Radio Shack,PC-10,,,,,,,,,,,,,,,FRS-PC-10,FRS
Radio Shack,PRO-201,,,,,,,,,,,,,,,FRS-PRO-201,FRS
Radio Shack,PRO-250,,,,,,,,,,,,,,,FRS-PRO-250,FRS
Radio Shack,TRC-222,,,,,,,,,,,,,,,FRS-TRC-222,FRS
Radio Shack,TRC-231,,,,,,,,,,,,,,,FRS-TRC-231,FRS
Radioddity,RT-21,,,,,,,,,,,,,,,2AJGM-RT-21,2AJGM
Radioddity,RT-3S,,,,,,,,,,,,,,,2AJGM-RT-3S,2AJGM
Radtel,IP68 (A1050),No,No,2000,$35,No,None,"VHF, UHF",No,Unknown,2024,RT-495 (Variant),5W,No,radtels.com,2AO8L-IP68,2AO8L
Radtel,R8000,No,Yes,2800,$50,No,Color LCD,"VHF, UHF",No,Unknown,2024,N/A,10W,No,radtels.com,2AO8L-R8000,2AO8L
Radtel,RT-330,No,Yes,3300,$90,No,Color LCD,Multi-Band,Yes,Unknown,2023,N/A,10W,No,radtels.com,2AO8L-RT-330,2AO8L
Radtel,RT-420,No,Yes,2800,$40,No,Color LCD,"VHF, UHF",No,Unknown,2023,N/A,10W,No,radtels.com,2AO8L-RT-420,2AO8L
Radtel,RT-463,No,Yes,3500,$40,No,Color LCD,Multi-Band,No,Mixed,2024,N/A,8W,No,radtels.com,2AO8L-RT-463,2AO8L
Radtel,RT-470,,,,,,,,,,,,,,,2AO8L-RT-470,2AO8L
Radtel,RT-470L,No,Yes,2600,$35,No,Color LCD,"VHF, UHF",No,Unknown,2023,SenHaix 8600,5W,No,radtels.com,2AO8L-RT-470L,2AO8L
Radtel,RT-470X,No,Yes,2600,$45,No,Color LCD,"VHF, UHF",No,Unknown,2023,SenHaix 8800,5W,No,radtels.com,2AO8L-RT-470X,2AO8L
Radtel,RT-480,,,,,,,,,,,,,,,2AO8L-RT-480,2AO8L
Radtel,RT-490,No,Yes,2000,$50,No,Color LCD,Multi-Band,Yes,Mixed,2020,Baofeng/JJCC Generic,5W,No,radtels.com,2AO8L-RT-490,2AO8L
Radtel,RT-493,No,No,2600,$45,No,Hidden LED,UHF,No,Mixed,2024,IP68 Waterproof (Variant),10W,No,radtels.com,2AO8L-RT-493,2AO8L
Radtel,RT-4D,No,Yes,3500,$70,Yes,Color LCD,"VHF, UHF",No,Unknown,2024,"Bajeton DM-5000, IRadio DM-UV4R",5W,No,radtels.com,2AO8L-RT-4D,2AO8L
Radtel,RT-580G,Yes (Pos.),Yes,3800,$60,No,Color LCD,136-600Mhz,Yes,Mixed,2024,N/A,10W,No,radtels.com,2AO8L-RT-580G,2AO8L
Radtel,RT-590,No,Yes,1800,$30,No,LCD,Tri-Band,No,Mixed,2022,N/A,5W,No,radtels.com,2AO8L-RT-590,2AO8L
Radtel,RT-600,No,Yes,2200,$40,No,LCD,Full Band RX,No,Unknown,2022,N/A,5W,No,radtels.com,2AO8L-RT-600,2AO8L
Radtel,RT-630,No,Yes,2600,$50,No,Color LCD,136-629Mhz,No,Mixed,2024,N/A,10W,No,radtels.com,2AO8L-RT-630,2AO8L
Radtel,RT-660,Yes (Analog),Yes,2600,$165,No,Color LCD,"VHF, UHF",Yes,Unknown,2023,N/A,7W,No,radtels.com,2AO8L-RT-660,2AO8L
Radtel,RT-6D,Analog,Yes,3500,$90,Yes,Color LCD,"VHF, UHF",Yes,Unknown,2024,Bajeton DM-5000,10W,No,radtels.com,2AO8L-RT-6D,2AO8L
Radtel,RT-730,No,Yes,2500,$30,No,Color LCD,"VHF, UHF",No,Unknown,2024,N/A,10W,No,radtels.com,2AO8L-RT-730,2AO8L
Radtel,RT-752,No,Yes,2600,$45,No,Color LCD,"VHF, UHF",No,Unknown,2024,N/A,10W,No,radtels.com,2AO8L-RT-752,2AO8L
Radtel,RT-7D,No,Yes,1800,$139,Yes,Color LCD,"VHF, UHF",No,Unknown,2024,N/A,5W,No,radtels.com,2AO8L-RT-7D,2AO8L
Radtel,RT-860,No,Yes,2000,$39,No,Color LCD,"VHF, UHF",Optional,Mixed,2024,Bajeton BJ-7700 / BinTolk BT7700,5W,No,radtels.com,2AO8L-RT-860,2AO8L
Radtel,RT-880G,Analog,Yes,2400,$95,No,Color LCD,"VHF, UHF",Yes,Mixed,2024,N/A,10W,No,radtels.com,2AO8L-RT-880G,2AO8L
Radtel,RT-890,No,Yes,2500,$40,No,Color LCD,"VHF, UHF",No,Unknown,2023,"Ruyage UV-890, IRadio UV-98",5W,No,radtels.com,2AO8L-RT-890,2AO8L
Radtel,RT-900,No,Yes,2200,$35,No,Color LCD,"VHF, UHF",No,Mixed,2024,Bajeton BJ-8200 / BinTolk BT8200,8W,No,radtels.com,2AO8L-RT-900,2AO8L
Radtel,RT-910B,No,Yes,1800,$35,No,Color LCD,"VHF, UHF, 6M",No,Unknown,2024,N/A,8W,No,radtels.com,2AO8L-RT-910B,2AO8L
Radtel,RT-920,No,Yes,2500,$45,No,Color LCD,"VHF, UHF",No,Unknown,2025,Bajeton BJ-8300,8W,No,radtels.com,2AO8L-RT-920,2AO8L
Radtel,RT-950,Analog,Yes,2600,$115,No,Color LC
Start typing to filterâ€¦
Authentication and Authorization
Groups	Add
Users	Add
D,Multi-Band,Yes,Mixed,2024,Bajeton BJ-9000,10W,No,radtels.com,2AO8L-RT-950,2AO8L
Radtel,RT-950 PRO,Analog,Yes,2600,$115,No,Color LCD,Multi-Band,Yes,Mixed,2024,Bajeton BJ-9000,10W,No,radtels.com,2AO8L-RT-950PRO,2AO8L
Ranger,HR-2010,,,,,,,,,,,,,,,,
Rci,RCI-2950,,,,,,,,,,,,,,,,
Ailunce,HA2,,,,,,,,,,,,,,,,
Retevis,B3H,No,No,1620,$25,No,Hidden LED,FRS,No,Good,2025,"""3rd Gen RT22""",2W,No,retevis.com,2AHVB-B3H,2AHVBxx
Retevis,H-777,,,,,,,,,,,,,,,2AHVB-H-777,2AHVB
Retevis,HA1G,No,No,2800,$55,No,Color LCD,GMRS,No,Good (Part 95E),2024,Ailunce HA1G,5W,No,retevis.com,2AHVB-HA1G,2AHVB
Retevis,HA1UV,No,Yes,2800,$60,No,Color LCD,"VHF, UHF",No,Good (IP67),2024,Ailunce HA1UV,5W,No,retevis.com,2AHVB-HA1UV,2AHVB
Retevis,P3,No,No,2000,$335,Yes,Color LCD,UHF (DMR),No,Good,2024,N/A,5W,No,retevis.com,2AHVB-P3,2AHVB
Retevis,RA79,No,Yes,1600,$35,No,Dot-matrix,"VHF, UHF",No,Borderline,2023,Quansheng UV-K5 (Direct Clone),5W,No,retevis.com,2AHVB-RA79,2AHVB
Retevis,RA89,No,No,2500,$60,No,Color LCD,"VHF, UHF",No,Mixed,2023,Baofeng UV-17 Pro / GT-3WP,10W,No,retevis.com,2AHVB-RA89,2AHVB
Retevis,RB48,No,No,2000,$30,No,LCD,FRS/GMRS,No,Good,2021,N/A,2W/5W,No,retevis.com,2AHVB-RB48,2AHVB
Retevis,RT-1,,,,,,,,,,,,,,,2AHVB-RT-1,2AHVB
Retevis,RT-21,,,,,,,,,,,,,,,2AHVB-RT-21,2AHVB
Retevis,RT-22,,,,,,,,,,,,,,,2AHVB-RT-22,2AHVB
Retevis,RT-24,,,,,,,,,,,,,,,2AHVB-RT-24,2AHVB
Retevis,RT-3S,No,No,2000,$90,Yes,Color LCD,"VHF, UHF",Yes,Good,2018.0,Baofeng DM-1701,5W,No,retevis.com,2AHVB-RT-3S,2AHVB
Retevis,RT-5R,No,No,1400,$25,No,Tri-color,"VHF, UHF",No,Notorious,2013,Baofeng UV-5R (Rebadge),5W,No,retevis.com,2AHVB-RT-5R,2AHVB
Retevis,RT-85,No,No,1400,$40,No,LCD,"VHF, UHF",No,Mixed,2019.0,Baofeng UV-82 (Internals),5W,No,retevis.com,2AHVB-RT-85,2AHVB
Retevis,RT-95,,,,,,,,,,,,,,,2AHVB-RT-95,2AHVB
Retevis,RT3S,No,No,2000,$110,Yes,Color LCD,"VHF, UHF",Yes,Good,2018,TYT MD-UV380 (Rebadge),5W,No,retevis.com,2AHVB-RT3S,2AHVB
Retevis,UV-5R,,,,,,,,,,,,,,,2AHVB-UV-5R,2AHVB
Retevis,UV-82,,,,,,,,,,,,,,,2AHVB-UV-82,2AHVB
Rexon,RL-102,,,,,,,,,,,,,,,IJJ-RL-102,IJJ
Rexon,RL-105,,,,,,,,,,,,,,,IJJ-RL-105,IJJ
Rexon,RL-328,,,,,,,,,,,,,,,IJJ-RL-328,IJJ
Rexon,RL-402,,,,,,,,,,,,,,,IJJ-RL-402,IJJ
Rexon,RL-502,,,,,,,,,,,,,,,IJJ-RL-502,IJJ
Ritron,A-80,,,,,,,,,,,,,,,JZP-A-80,JZP
Ritron,SLX-100,,,,,,,,,,,,,,,JZP-SLX-100,JZP
Ritron,SLX-400,,,,,,,,,,,,,,,JZP-SLX-400,JZP
Ritron,SST-144,,,,,,,,,,,,,,,JZP-SST-144,JZP
Ritron,SST-444,,,,,,,,,,,,,,,JZP-SST-444,JZP
Ruyage,UV-98,No,Yes,2800,$50,No,Color LCD,Multi-Band,No,Unknown,2024.0,Radtel RT-890,8W,No,ruyage.com,2AN5D-UV-98,2AN5D
Sainsionic,S-1,,,,,,,,,,,,,,,2AJGM-S-1,2AJGM
Sainsionic,S-320,,,,,,,,,,,,,,,2AJGM-S-320,2AJGM
Sainsionic,S-360,,,,,,,,,,,,,,,2AJGM-S-360,2AJGM
Sainsionic,S-520,,,,,,,,,,,,,,,2AJGM-S-520,2AJGM
Sainsionic,S-9,,,,,,,,,,,,,,,2AJGM-S-9,2AJGM
Santec,202,,,,,,,,,,,,,,,,
Scom,FC9 Pro,No,Yes,1600,$35,No,Dot-matrix,"VHF, UHF",No,Borderline,2023,Quansheng UV-K5 (Clone),5W,No,scom (AliExpress),,
Senhaix,8600,No,Yes,2000,$50,No,Color LCD,"VHF, UHF",No,Unknown,2021,Radtel RT-470L,5W,No,senhaix.com,2AWSI-8600,2AWSI
Senhaix,8800,No,Yes,3000,$70,No,Color LCD,"VHF, UHF",No,Unknown,2022,Radtel RT-470X,10W,No,senhaix.com,2AWSI-8800,2AWSI
Senhaix,GT-10,No,No,3000,$45,No,None,"VHF, UHF",No,Unknown,2023,N/A,10W,No,senhaix.com,2AWSI-GT-10,2AWSI
Senhaix,GT-12,No,Yes,2000,$55,No,Color LCD,"VHF, UHF",No,Unknown,2022,Anysecu GT-12,5W,No,senhaix.com,2AWSI-GT-12,2AWSI
Senhaix,SHX-8650,No,Yes,2500,$90,No,Color LCD,"VHF, UHF",No,Unknown,2023,N/A,8W,No,senhaix.com,2AWSI-SHX-8650,2AWSI
Senhaix,SHX-8800,,,,,,,,,,,,,,,2AWSI-SHX-8800,2AWSI
Soontone,UV-8R,,,,,,,,,,,,,,,2AJGM-UV-8R,2AJGM
Standard,HX-390,,,,,,,,,,,,,,,K66-HX-390,K66
Talkabout,T-2200,,,,,,,,,,,,,,,,
Talkabout,T-5500,,,,,,,,,,,,,,,,
Talkabout,T-5530,,,,,,,,,,,,,,,,
Talkabout,T-6200,,,,,,,,,,,,,,,,
Talkabout,T-6320,,,,,,,,,,,,,,,,
Talkabout,T-6400,,,,,,,,,,,,,,,,
Talkabout,T-6500,,,,,,,,,,,,,,,,
Talkabout,TF-1100,,,,,,,,,,,,,,,,
Talkabout,TF-1400,,,,,,,,,,,,,,,,
Tekk,D-1301,,,,,,,,,,,,,,,2AJGM-D-1301,2AJGM
Tekk,D-200,,,,,,,,,,,,,,,2AJGM-D-200,2AJGM
Tekk,D-30,,,,,,,,,,,,,,,2AJGM-D-30,2AJGM
Tekk,D-400,,,,,,,,,,,,,,,2AJGM-D-400,2AJGM
Tekk,D-500,,,,,,,,,,,,,,,2AJGM-D-500,2AJGM
Tekk,D-600,,,,,,,,,,,,,,,2AJGM-D-600,2AJGM
Tekk,D-700,,,,,,,,,,,,,,,2AJGM-D-700,2AJGM
Tekk,D-800,,,,,,,,,,,,,,,2AJGM-D-800,2AJGM
Tekk,D-900,,,,,,,,,,,,,,,2AJGM-D-900,2AJGM
Tekk,X-1000,,,,,,,,,,,,,,,2AJGM-X-1000,2AJGM
Tekk,X-600,,,,,,,,,,,,,,,2AJGM-X-600,2AJGM
Tekk,X-700,,,,,,,,,,,,,,,2AJGM-X-700,2AJGM
Tekk,X-800,,,,,,,,,,,,,,,2AJGM-X-800,2AJGM
Tekk,X-900,,,,,,,,,,,,,,,2AJGM-X-900,2AJGM
Tera,TC-500,,,,,,,,,,,,,,,2AL5L-TC-500,2AL5L
Tera,TC-510,,,,,,,,,,,,,,,2AL5L-TC-510,2AL5L
Tera,TC-580,,,,,,,,,,,,,,,2AL5L-TC-580,2AL5L
Tera,TC-590,,,,,,,,,,,,,,,2AL5L-TC-590,2AL5L
Tera,TR-500,,,,,,,,,,,,,,,2AL5L-TR-500,2AL5L
Tera,TR-505,,,,,,,,,,,,,,,2AL5L-TR-505,2AL5L
Tera,TR-590,,,,,,,,,,,,,,,2AL5L-TR-590,2AL5L
Tidradio,TD-H3 Plus,No,Yes,2500,$45,No,"1.44"" TFT","VHF, 220, UHF",No,Good,2024,Talkpod (Competitor),5W,No,tidradio.com,2AUIUTD-TD-H3PLUS,2AUIUTD
Tidradio,TD-H8,No,Yes,2500,$65,No,Color LCD,"VHF, 220, UHF",No,Good,2023,Rugged Radios (White Label),10W,No,tidradio.com,2AUIUTD-TD-H8,2AUIUTD
Tidradio,TD-H9,Analog,Yes,2500,$75,No,"1.77"" TFT","VHF, UHF",Yes,Good,2025,N/A,10W,No,tidradio.com,2AUIUTD-TD-H9,2AUIUTD
Tyt,md-uv380,,,,,,,,,,,,,,,2AMJR-MD-UV380,2AMJR
Tyt,TH-2800,,,,,,,,,,,,,,,2AMJR-TH-2800,2AMJR
Tyt,TH-446,,,,,,,,,,,,,,,2AMJR-TH-446,2AMJR
Tyt,TH-F5,,,,,,,,,,,,,,,2AMJR-TH-F5,2AMJR
Tyt,TH-F8,,,,,,,,,,,,,,,2AMJR-TH-F8,2AMJR
Tyt,TH-UV3R,,,,,,,,,,,,,,,2AMJR-TH-UV3R,2AMJR
Tyt,TH-UV8000D,,,,,,,,,,,,,,,2AMJR-TH-UV8000D,2AMJR
Tyt,TH-UV88,,,,,,,,,,,,,,,2AMJR-TH-UV88,2AMJR
Tyt,TH-UVF1,,,,,,,,,,,,,,,2AMJR-TH-UVF1,2AMJR
Tyt,TH-UVF9,,,,,,,,,,,,,,,2AMJR-TH-UVF9,2AMJR
Vero,UV-3R,,,,,,,,,,,,,,,2AJGM-UV-3R,2AJGM
Vero,UV-X4,,,,,,,,,,,,,,,2AJGM-UV-X4,2AJGM
Vero,UV-X5,,,,,,,,,,,,,,,2AJGM-UV-X5,2AJGM
Vero,VGC VR-N76 FM and APRS dual band HT,,,,,,,,,,,,,,,2AJGM-VGCVR-N76FMANDAPRSDUALBANDHT,2AJGM
Vero,VR N75 UHF programed & controled by Android,,,,,,,,,,,,,,,2AJGM-VRN75UHFPROGRAMEDCONTROLEDBYANDROID,2AJGM
Vertex,FTH-2070,,,,,,,,,,,,,,,K6620-FTH-2070,K6620
Vertex,VX-10 VHF-UHF,,,,,,,,,,,,,,,K6620-VX-10VHF-UHF,K6620
Vertex,VX-420 Portable,,,,,,,,,,,,,,,K6620-VX-420PORTABLE,K6620
Vertex,VX-800,,,,,,,,,,,,,,,K6620-VX-800,K6620
Vertex,VX180,,,,,,,,,,,,,,,K6620-VX180,K6620
Vertex,VX600,,,,,,,,,,,,,,,K6620-VX600,K6620
Vertex,VXA-300 Pilot III,,,,,,,,,,,,,,,K6620-VXA-300PILOTIII,K6620
Vertex,VXA-700 Spirit,,,,,,,,,,,,,,,K6620-VXA-700SPIRIT,K6620
Vgc,VR-N75,Yes (A/D),No,2500,$140,No,Color LCD,"VHF, UHF",Yes,Good,2020,N/A,5W,Yes (App),https://www.google.com/search?q=verotelecom.com,,
Vgc,VR-N76,Yes (A/D),No,2500,$160,Yes,Dot-matrix,"VHF, UHF",Yes,Good,2024,BTECH UV-PRO (Rebrand),5W,Yes (App),https://www.google.com/search?q=verotelecom.com,,
Vhf Engineering,HT-144,,,,,,,,,,,,,,,,
Wilson Electronics,WE-800 2 Meter FM Transceiver,,,,,,,,,,,,,,,,
Wln,KD-C1,,,,,,,,,,,,,,,2ASNS-KD-C1,2ASNS
Wouxun,KG UV8D,,,,,,,,,,,,,,,U4Z-KGUV8D,U4Z
Wouxun,KG-1000G Plus,No,Yes,N/A (Mobile),$389,No,Detachable,GMRS,No,Good (Part 95E),2022,N/A,50W,No,wouxun.com,U4Z-KG-1000GPLUS,U4Z
Wouxun,KG-689,,,,,,,,,,,,,,,U4Z-KG-689,U4Z
Wouxun,KG-816,,,,,,,,,,,,,,,U4Z-KG-816,U4Z
Wouxun,KG-833,,,,,,,,,,,,,,,U4Z-KG-833,U4Z
Wouxun,KG-935H,No,No,2600,$150,No,Color LCD,Tri-Band (220),No,Excellent,2025,KG-935G (GMRS Variant),8W,No,wouxun.com,U4Z-KG-935H,U4Z
Wouxun,KG-Q10H,No,Yes,3000,$220,No,Color LCD,Quad-Band,Yes,Excellent,2024,N/A,6W,No,wouxun.com,U4Z-KG-Q10H,U4Z
Wouxun,KG-UV2D,,,,,,,,,,,,,,,U4Z-KG-UV2D,U4Z
Wouxun,KG-UV3D,,,,,,,,,,,,,,,U4Z-KG-UV3D,U4Z
Wouxun,KG-UV6D,,,,,,,,,,,,,,,U4Z-KG-UV6D,U4Z
Wouxun,KG-UV6X,,,,,,,,,,,,,,,U4Z-KG-UV6X,U4Z
Wouxun,KG-UV7D,,,,,,,,,,,,,,,U4Z-KG-UV7D,U4Z
Wouxun,KG-UV8D+,,,,,,,,,,,,,,,U4Z-KG-UV8D,U4Z
Wouxun,KG-UV980P,No,Yes,N/A (Mobile),$329,No,Detachable,Quad-Band,No,Good,2020,N/A,50W,No,wouxun.com,U4Z-KG-UV980P,U4Z
Wouxun,KG-UV9D,No,Yes,2000,$110,No,Color LCD,"VHF, UHF",No,Good,2015,N/A,5W,No,wouxun.com,U4Z-KG-UV9D,U4Z
Wouxun,KG-UV9D Plus+,,,,,,,,,,,,,,,U4Z-KG-UV9DPLUS,U4Z
Wouxun,KG-UV9P,No,Yes,3200,$150,No,Color LCD,"VHF, UHF",No,Good,2019,N/A,9W,No,wouxun.com,U4Z-KG-UV9P,U4Z
Wouxun,KG-UV9PX,,,,,,,,,,,,,,,U4Z-KG-UV9PX,U4Z
Wouxun,KG-UVD1,,,,,,,,,,,,,,,U4Z-KG-UVD1,U4Z
Wouxun,KG-UVD1P,,,,,,,,,,,,,,,U4Z-KG-UVD1P,U4Z
Wouxun,KG-UVD2,,,,,,,,,,,,,,,U4Z-KG-UVD2,U4Z
Wouxun,KG-XS20H,No,No,N/A (Mobile),$159,No,Color LCD,Tri-Band (220),No,Good,2024,N/A,20W,No,wouxun.com,U4Z-KG-XS20H,U4Z
Wouxun,KGUV8H,,,,,,,,,,,,,,,U4Z-KGUV8H,U4Z
Yaesu,FT-10R,,,,,,,,,,,,,,,K6620-FT-10R,K6620
Yaesu,FT-11R,,,,,,,,,,,,,,,K6620-FT-11R,K6620
Yaesu,FT-1DR,Yes,Yes,1800,Discont.,No,LCD,"VHF, UHF",Yes,Good,2013.0,yaesu.com,5W,No,,K6620-FT-1DR,K6620
Yaesu,FT-203R,,,,,,,,,,,,,,,K6620-FT-203R,K6620
Yaesu,FT-208R,,,,,,,,,,,,,,,K6620-FT-208R,K6620
Yaesu,FT-209R,,,,,,,,,,,,,,,K6620-FT-209R,K6620
Yaesu,FT-23R,,,,,,,,,,,,,,,K6620-FT-23R,K6620
Yaesu,FT-250R,,,,,,,,,,,,,,,K6620-FT-250R,K6620
Yaesu,FT-25R,No,No,1950,$75,No,LCD,VHF,No,Good,2017.0,yaesu.com,5W,No,,K6620-FT-25R,K6620
Yaesu,FT-26,,,,,,,,,,,,,,,K6620-FT-26,K6620
Yaesu,FT-270R,,,,,,,,,,,,,,,K6620-FT-270R,K6620
Yaesu,FT-2D,Yes,Yes,2200,Discont.,No,Touchscreen,"VHF, UHF",Yes,Good,2015.0,yaesu.com,5W,No,,K6620-FT-2D,K6620
Yaesu,FT-2DR,,,,,,,,,,,,,,,K6620-FT-2DR,K6620
Yaesu,FT-2X,,,,,,,,,,,,,,,K6620-FT-2X,K6620
Yaesu,FT-30,,,,,,,,,,,,,,,K6620-FT-30,K6620
Yaesu,FT-33R,,,,,,,,,,,,,,,K6620-FT-33R,K6620
Yaesu,FT-3D,Yes,Yes,2200,Discont.,No,Color Touch,"VHF, UHF",Yes,Good,2019.0,yaesu.com,5W,No,,K6620-FT-3D,K6620
Yaesu,FT-3DR,,,,,,,,,,,,,,,K6620-FT-3DR,K6620
Yaesu,FT-40,,,,,,,,,,,,,,,K6620-FT-40,K6620
Yaesu,FT-411E,,,,,,,,,,,,,,,K6620-FT-411E,K6620
Yaesu,FT-41R,,,,,,,,,,,,,,,K6620-FT-41R,K6620
Yaesu,FT-470,,,,,,,,,,,,,,,K6620-FT-470,K6620
Yaesu,FT-4VR,,,,,,,,,,,,,,,K6620-FT-4VR,K6620
Yaesu,FT-4X,No,No,1750,$70,No,LCD,"VHF, UHF",No,Good,2018.0,yaesu.com,5W,No,,K6620-FT-4X,K6620
Yaesu,FT-4XE,No,Yes,1750,$70,No,LCD,"VHF, UHF",No,Excellent,2018,FT-4XR (US Version),5W,No,yaesu.com,K6620-FT-4XE,K6620
Yaesu,FT-4XR,,,,,,,,,,,,,,,K6620-FT-4XR,K6620
Yaesu,FT-50R,,,,,,,,,,,,,,,K6620-FT-50R,K6620
Yaesu,FT-51R,,,,,,,,,,,,,,,K6620-FT-51R,K6620
Yaesu,FT-530,,,,,,,,,,,,,,,K6620-FT-530,K6620
Yaesu,FT-5D,Yes,Yes,2200,$450,No,Color Touch,"VHF, UHF",Yes,Good,2021.0,yaesu.com,5W,No,,K6620-FT-5D,K6620
Yaesu,FT-5DE,Yes (Digital),Yes,2200,$450,C4FM,Touch TFT,"VHF, UHF",Yes,Excellent,2021,FT-5DR (US Version),5W,No,yaesu.com,K6620-FT-5DE,K6620
Yaesu,FT-5DR,,,,,,,,,,,,,,,K6620-FT-5DR,K6620
Yaesu,FT-60R,No,Yes,1400,$150,No,LCD,"VHF, UHF",No,Good,2004.0,yaesu.com,5W,No,,K6620-FT-60R,K6620
Yaesu,FT-65E,No,Yes,1950,$90,No,LCD,"VHF, UHF",No,Excellent,2017,FT-65R (US Version),5W,No,yaesu.com,K6620-FT-65E,K6620
Yaesu,FT-65R,No,No,1950,$90,No,LCD,"VHF, UHF",No,Good,2017.0,yaesu.com,5W,No,,K6620-FT-65R,K6620
Yaesu,FT-703R,,,,,,,,,,,,,,,K6620-FT-703R,K6620
Yaesu,FT-708R,,,,,,,,,,,,,,,K6620-FT-708R,K6620
Yaesu,FT-70D,No,Yes,1800,$170,No,LCD,"VHF, UHF",No,Good,2017.0,yaesu.com,5W,No,,K6620-FT-70D,K6620
Yaesu,FT-70DR,,,,,,,,,,,,,,,K6620-FT-70DR,K6620
Yaesu,FT-70G,,,,,,,,,,,,,,,K6620-FT-70G,K6620
Yaesu,FT-727,,,,,,,,,,,,,,,K6620-FT-727,K6620
Yaesu,FT-73R,,,,,,,,,,,,,,,K6620-FT-73R,K6620
Yaesu,FT-76,,,,,,,,,,,,,,,K6620-FT-76,K6620
Yaesu,FT-817,,,,,,,,,,,,,,,K6620-FT-817,K6620
Yaesu,FT-818,,,,,,,,,,,,,,,K6620-FT-818,K6620
Yaesu,FT-911,,,,,,,,,,,,,,,K6620-FT-911,K6620
Yaesu,VX-110,,,,,,,,,,,,,,,K6620-VX-110,K6620
Yaesu,VX-150,,,,,,,,,,,,,,,K6620-VX-150,K6620
Yaesu,VX-170,,,,,,,,,,,,,,,K6620-VX-170,K6620
Yaesu,VX-1R,,,,,,,,,,,,,,,K6620-VX-1R,K6620
Yaesu,VX-2R,,,,,,,,,,,,,,,K6620-VX-2R,K6620
Yaesu,VX-3R,No,Yes,1100,Discont.,No,LCD,"VHF, UHF",No,Good,2007.0,yaesu.com,1.5W/1W,No,,K6620-VX-3R,K6620
Yaesu,VX-5R,,,,,,,,,,,,,,,K6620-VX-5R,K6620
Yaesu,VX-6R,No,Yes,1500,$240,No,LCD,"VHF, UHF, 220",No,Good,2005.0,yaesu.com,5W/1.5W,No,,K6620-VX-6R,K6620
Yaesu,VX-7R,,,,,,,,,,,,,,,K6620-VX-7R,K6620
Yaesu,VX-8DR,Yes,Yes,1800,Discont.,No,Dot Matrix,"VHF, UHF, 220",Optional,Good,2009.0,yaesu.com,5W,No,,K6620-VX-8DR,K6620
Yaesu,VX-8GR,,,,,,,,,,,,,,,K6620-VX-8GR,K6620
Yaesu,VX-8R,,,,,,,,,,,,,,,K6620-VX-8R,K6620
Zastone,M10,No,Yes,2800,$45,No,Color LCD,"VHF, UHF",No,Unknown,2024,N/A,10W,No,zastone.com,2AM7H-M10,2AM7H
